seed_id,from_login_id,to_expert_login_id,question_title,question_text,is_public,created_at
q_014,id_s_144,id_e_092,교육 포트폴리오를 만들 때 보여줘야 하는 핵심이 뭘까요?,"학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 좋아한다는 말만으로는 부족할 것 같아서 작은 포트폴리오를 만들고 싶습니다. 완성작, 과정 기록, 피드백 중 무엇을 더 중요하게 봐야 할까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-03-06T06:20:00
q_015,id_s_155,id_e_099,학교 수업에서 배운 내용을 환경보호 활동으로 연결하고 싶습니다.,"진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 수업 시간에 배운 내용이 재미있었는데, 이 활동과 연결하면 더 깊게 탐구할 수 있을 것 같습니다. 선생님께 제안할 만한 작은 프로젝트 형태가 있을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-03-06T15:20:00
q_016,id_s_166,id_e_106,식품개발 분야에 관심은 있지만 실력이 부족해서 시작이 망설여집니다.,아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심은 큰데 막상 해보면 결과물이 어설퍼서 금방 포기하게 됩니다. 초보자가 실력을 확인하면서도 지치지 않게 연습하는 방법을 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-03-07T00:20:00
q_017,id_s_177,id_e_113,로봇 모임을 친구들과 운영한다면 어떤 규칙이 필요할까요?,친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 친구 몇 명과 로봇 관련 활동을 해보려고 합니다. 처음에는 재미있게 시작해도 역할 분담이나 일정 때문에 흐지부지될까 봐 걱정됩니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-03-07T09:20:00
q_018,id_s_188,id_e_120,운동처방 분야가 진로로 이어질 수 있는지 현실적으로 확인하고 싶습니다.,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 운동처방에 관심이 있지만 이걸 직업이나 활동 방향으로 삼아도 되는지 잘 모르겠습니다. 좋아하는 마음과 실제 진로 가능성을 어떻게 구분하면 좋을까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.,1,2026-03-07T18:20:00
q_019,id_s_199,id_e_127,도시농업 활동을 생활기록부나 자기소개서에 쓰려면 어떤 깊이가 필요할까요?,중학교 동아리에서 작은 발표를 준비하는 상황입니다. 단순 체험으로 끝내지 않고 제 관심과 성장 과정이 보이게 만들고 싶습니다. 어떤 질문을 잡고 어떤 증거를 남겨야 의미 있는 활동이 될까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.,0,2026-03-08T03:20:00
q_020,id_s_210,id_e_134,음악 분야를 잘하는 사람들은 초반에 무엇을 다르게 하나요?,학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 자료를 찾아보면 다들 결과가 좋아 보여서 더 어렵게 느껴집니다. 초반에 시행착오를 줄이는 습관이나 관찰 포인트가 있다면 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-03-08T12:20:00
q_021,id_s_221,id_e_141,의료기술 활동에서 팀장 역할을 맡게 됐는데 부담됩니다.,진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 제가 제안해서 시작한 활동이라 팀장을 맡게 됐습니다. 친구들이 편하게 참여하면서도 결과물을 남기려면 어떤 방식으로 운영해야 할까요? 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-03-08T21:20:00
q_022,id_s_232,id_e_148,"소셜모임운영 분야와 관련된 책, 영상, 현장 경험 중 무엇부터 해야 할까요?","아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심 분야를 넓히고 싶은데 책을 읽어야 할지, 영상을 봐야 할지, 직접 체험을 해야 할지 모르겠습니다. 순서를 정하는 기준이 궁금합니다. 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-03-09T06:20:00
q_023,id_s_243,id_e_005,드론 활동을 취미가 아니라 프로젝트처럼 발전시키고 싶습니다.,"친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 지금은 재미로만 하고 있는데, 조금 더 제대로 된 활동으로 만들어 보고 싶습니다. 주제 선정부터 결과 공유까지 어떤 흐름으로 잡으면 좋을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-03-09T15:20:00
q_024,id_s_254,id_e_012,운동처방 분야에서 흔히 하는 오해나 실수가 있을까요?,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 처음 시작하는 입장에서 겉으로 보이는 모습만 보고 판단할까 봐 걱정됩니다. 실제 현장이나 활동 경험에서 느낀 오해를 알려주시면 도움이 될 것 같습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-03-10T00:20:00
q_025,id_s_265,id_e_019,도시농업 활동을 처음 시작할 때 혼자 해볼 만한 일이 있을까요?,"중학교 동아리에서 작은 발표를 준비하는 상황입니다. 요즘 이 분야에 관심이 생겼는데, 주변에 같이 하는 친구가 많지 않습니다. 혼자 시작해도 의미 있는 활동과 한 달 안에 남길 수 있는 기록 방식이 궁금합니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.",1,2026-03-10T09:20:00
q_026,id_s_276,id_e_026,공예 포트폴리오를 만들 때 보여줘야 하는 핵심이 뭘까요?,"학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 좋아한다는 말만으로는 부족할 것 같아서 작은 포트폴리오를 만들고 싶습니다. 완성작, 과정 기록, 피드백 중 무엇을 더 중요하게 봐야 할까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-03-10T18:20:00
q_027,id_s_287,id_e_033,학교 수업에서 배운 내용을 의료기술 활동으로 연결하고 싶습니다.,"진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 수업 시간에 배운 내용이 재미있었는데, 이 활동과 연결하면 더 깊게 탐구할 수 있을 것 같습니다. 선생님께 제안할 만한 작은 프로젝트 형태가 있을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-03-11T03:20:00
q_028,id_s_298,id_e_040,소셜모임운영 분야에 관심은 있지만 실력이 부족해서 시작이 망설여집니다.,아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심은 큰데 막상 해보면 결과물이 어설퍼서 금방 포기하게 됩니다. 초보자가 실력을 확인하면서도 지치지 않게 연습하는 방법을 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,0,2026-03-11T12:20:00
q_029,id_s_009,id_e_047,NGO활동 모임을 친구들과 운영한다면 어떤 규칙이 필요할까요?,친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 친구 몇 명과 NGO활동 관련 활동을 해보려고 합니다. 처음에는 재미있게 시작해도 역할 분담이나 일정 때문에 흐지부지될까 봐 걱정됩니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-03-11T21:20:00
q_030,id_s_020,id_e_054,드론 분야가 진로로 이어질 수 있는지 현실적으로 확인하고 싶습니다.,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 드론에 관심이 있지만 이걸 직업이나 활동 방향으로 삼아도 되는지 잘 모르겠습니다. 좋아하는 마음과 실제 진로 가능성을 어떻게 구분하면 좋을까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.,1,2026-03-12T06:20:00
q_031,id_s_031,id_e_061,드론 활동을 생활기록부나 자기소개서에 쓰려면 어떤 깊이가 필요할까요?,중학교 동아리에서 작은 발표를 준비하는 상황입니다. 단순 체험으로 끝내지 않고 제 관심과 성장 과정이 보이게 만들고 싶습니다. 어떤 질문을 잡고 어떤 증거를 남겨야 의미 있는 활동이 될까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.,1,2026-03-12T15:20:00
q_032,id_s_042,id_e_068,응급처치 분야를 잘하는 사람들은 초반에 무엇을 다르게 하나요?,학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 자료를 찾아보면 다들 결과가 좋아 보여서 더 어렵게 느껴집니다. 초반에 시행착오를 줄이는 습관이나 관찰 포인트가 있다면 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-03-13T00:20:00
q_033,id_s_053,id_e_075,수학 활동에서 팀장 역할을 맡게 됐는데 부담됩니다.,진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 제가 제안해서 시작한 활동이라 팀장을 맡게 됐습니다. 친구들이 편하게 참여하면서도 결과물을 남기려면 어떤 방식으로 운영해야 할까요? 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-03-13T09:20:00
q_034,id_s_064,id_e_082,"영상제작 분야와 관련된 책, 영상, 현장 경험 중 무엇부터 해야 할까요?","아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심 분야를 넓히고 싶은데 책을 읽어야 할지, 영상을 봐야 할지, 직접 체험을 해야 할지 모르겠습니다. 순서를 정하는 기준이 궁금합니다. 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-03-13T18:20:00
q_035,id_s_075,id_e_089,교육 활동을 취미가 아니라 프로젝트처럼 발전시키고 싶습니다.,"친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 지금은 재미로만 하고 있는데, 조금 더 제대로 된 활동으로 만들어 보고 싶습니다. 주제 선정부터 결과 공유까지 어떤 흐름으로 잡으면 좋을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-03-14T03:20:00
q_036,id_s_086,id_e_096,AI 분야에서 흔히 하는 오해나 실수가 있을까요?,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 처음 시작하는 입장에서 겉으로 보이는 모습만 보고 판단할까 봐 걱정됩니다. 실제 현장이나 활동 경험에서 느낀 오해를 알려주시면 도움이 될 것 같습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-03-14T12:20:00
q_037,id_s_097,id_e_103,반려동물커뮤니티 활동을 처음 시작할 때 혼자 해볼 만한 일이 있을까요?,"중학교 동아리에서 작은 발표를 준비하는 상황입니다. 요즘 이 분야에 관심이 생겼는데, 주변에 같이 하는 친구가 많지 않습니다. 혼자 시작해도 의미 있는 활동과 한 달 안에 남길 수 있는 기록 방식이 궁금합니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.",0,2026-03-14T21:20:00
q_038,id_s_108,id_e_110,메이커활동 포트폴리오를 만들 때 보여줘야 하는 핵심이 뭘까요?,"학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 좋아한다는 말만으로는 부족할 것 같아서 작은 포트폴리오를 만들고 싶습니다. 완성작, 과정 기록, 피드백 중 무엇을 더 중요하게 봐야 할까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-03-15T06:20:00
q_039,id_s_119,id_e_117,학교 수업에서 배운 내용을 카페운영 활동으로 연결하고 싶습니다.,"진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 수업 시간에 배운 내용이 재미있었는데, 이 활동과 연결하면 더 깊게 탐구할 수 있을 것 같습니다. 선생님께 제안할 만한 작은 프로젝트 형태가 있을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-03-15T15:20:00
q_040,id_s_130,id_e_124,환경보호 분야에 관심은 있지만 실력이 부족해서 시작이 망설여집니다.,아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심은 큰데 막상 해보면 결과물이 어설퍼서 금방 포기하게 됩니다. 초보자가 실력을 확인하면서도 지치지 않게 연습하는 방법을 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-03-16T00:20:00
q_041,id_s_141,id_e_131,공예 모임을 친구들과 운영한다면 어떤 규칙이 필요할까요?,친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 친구 몇 명과 공예 관련 활동을 해보려고 합니다. 처음에는 재미있게 시작해도 역할 분담이나 일정 때문에 흐지부지될까 봐 걱정됩니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-03-16T09:20:00
q_042,id_s_152,id_e_138,반려동물커뮤니티 분야가 진로로 이어질 수 있는지 현실적으로 확인하고 싶습니다.,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 반려동물커뮤니티에 관심이 있지만 이걸 직업이나 활동 방향으로 삼아도 되는지 잘 모르겠습니다. 좋아하는 마음과 실제 진로 가능성을 어떻게 구분하면 좋을까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.,1,2026-03-16T18:20:00
q_043,id_s_163,id_e_145,독서모임 활동을 생활기록부나 자기소개서에 쓰려면 어떤 깊이가 필요할까요?,중학교 동아리에서 작은 발표를 준비하는 상황입니다. 단순 체험으로 끝내지 않고 제 관심과 성장 과정이 보이게 만들고 싶습니다. 어떤 질문을 잡고 어떤 증거를 남겨야 의미 있는 활동이 될까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.,1,2026-03-17T03:20:00
q_044,id_s_174,id_e_002,수학 분야를 잘하는 사람들은 초반에 무엇을 다르게 하나요?,학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 자료를 찾아보면 다들 결과가 좋아 보여서 더 어렵게 느껴집니다. 초반에 시행착오를 줄이는 습관이나 관찰 포인트가 있다면 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-03-17T12:20:00
q_045,id_s_185,id_e_009,카페운영 활동에서 팀장 역할을 맡게 됐는데 부담됩니다.,진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 제가 제안해서 시작한 활동이라 팀장을 맡게 됐습니다. 친구들이 편하게 참여하면서도 결과물을 남기려면 어떤 방식으로 운영해야 할까요? 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-03-17T21:20:00
q_046,id_s_196,id_e_016,"환경보호 분야와 관련된 책, 영상, 현장 경험 중 무엇부터 해야 할까요?","아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심 분야를 넓히고 싶은데 책을 읽어야 할지, 영상을 봐야 할지, 직접 체험을 해야 할지 모르겠습니다. 순서를 정하는 기준이 궁금합니다. 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",0,2026-03-18T06:20:00
q_047,id_s_207,id_e_023,공연기획 활동을 취미가 아니라 프로젝트처럼 발전시키고 싶습니다.,"친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 지금은 재미로만 하고 있는데, 조금 더 제대로 된 활동으로 만들어 보고 싶습니다. 주제 선정부터 결과 공유까지 어떤 흐름으로 잡으면 좋을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-03-18T15:20:00
q_048,id_s_218,id_e_030,반려동물커뮤니티 분야에서 흔히 하는 오해나 실수가 있을까요?,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 처음 시작하는 입장에서 겉으로 보이는 모습만 보고 판단할까 봐 걱정됩니다. 실제 현장이나 활동 경험에서 느낀 오해를 알려주시면 도움이 될 것 같습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-03-19T00:20:00
q_049,id_s_229,id_e_037,독서모임 활동을 처음 시작할 때 혼자 해볼 만한 일이 있을까요?,"중학교 동아리에서 작은 발표를 준비하는 상황입니다. 요즘 이 분야에 관심이 생겼는데, 주변에 같이 하는 친구가 많지 않습니다. 혼자 시작해도 의미 있는 활동과 한 달 안에 남길 수 있는 기록 방식이 궁금합니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.",1,2026-03-19T09:20:00
q_050,id_s_240,id_e_044,사회혁신 포트폴리오를 만들 때 보여줘야 하는 핵심이 뭘까요?,"학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 좋아한다는 말만으로는 부족할 것 같아서 작은 포트폴리오를 만들고 싶습니다. 완성작, 과정 기록, 피드백 중 무엇을 더 중요하게 봐야 할까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-03-19T18:20:00
q_051,id_s_251,id_e_051,학교 수업에서 배운 내용을 아이돌팬클럽 활동으로 연결하고 싶습니다.,"진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 수업 시간에 배운 내용이 재미있었는데, 이 활동과 연결하면 더 깊게 탐구할 수 있을 것 같습니다. 선생님께 제안할 만한 작은 프로젝트 형태가 있을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-03-20T03:20:00
q_052,id_s_262,id_e_058,공예 분야에 관심은 있지만 실력이 부족해서 시작이 망설여집니다.,아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심은 큰데 막상 해보면 결과물이 어설퍼서 금방 포기하게 됩니다. 초보자가 실력을 확인하면서도 지치지 않게 연습하는 방법을 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-03-20T12:20:00
q_053,id_s_273,id_e_065,바이오 모임을 친구들과 운영한다면 어떤 규칙이 필요할까요?,친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 친구 몇 명과 바이오 관련 활동을 해보려고 합니다. 처음에는 재미있게 시작해도 역할 분담이나 일정 때문에 흐지부지될까 봐 걱정됩니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-03-20T21:20:00
q_054,id_s_284,id_e_072,브랜딩 분야가 진로로 이어질 수 있는지 현실적으로 확인하고 싶습니다.,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 브랜딩에 관심이 있지만 이걸 직업이나 활동 방향으로 삼아도 되는지 잘 모르겠습니다. 좋아하는 마음과 실제 진로 가능성을 어떻게 구분하면 좋을까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.,1,2026-03-21T06:20:00
q_055,id_s_295,id_e_079,웹툰 활동을 생활기록부나 자기소개서에 쓰려면 어떤 깊이가 필요할까요?,중학교 동아리에서 작은 발표를 준비하는 상황입니다. 단순 체험으로 끝내지 않고 제 관심과 성장 과정이 보이게 만들고 싶습니다. 어떤 질문을 잡고 어떤 증거를 남겨야 의미 있는 활동이 될까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.,0,2026-03-21T15:20:00
q_056,id_s_006,id_e_086,SF 독서 분야를 잘하는 사람들은 초반에 무엇을 다르게 하나요?,학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 자료를 찾아보면 다들 결과가 좋아 보여서 더 어렵게 느껴집니다. 초반에 시행착오를 줄이는 습관이나 관찰 포인트가 있다면 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-03-22T00:20:00
q_057,id_s_017,id_e_093,멘토링 활동에서 팀장 역할을 맡게 됐는데 부담됩니다.,진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 제가 제안해서 시작한 활동이라 팀장을 맡게 됐습니다. 친구들이 편하게 참여하면서도 결과물을 남기려면 어떤 방식으로 운영해야 할까요? 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-03-22T09:20:00
q_058,id_s_028,id_e_100,"아이돌팬클럽 분야와 관련된 책, 영상, 현장 경험 중 무엇부터 해야 할까요?","아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심 분야를 넓히고 싶은데 책을 읽어야 할지, 영상을 봐야 할지, 직접 체험을 해야 할지 모르겠습니다. 순서를 정하는 기준이 궁금합니다. 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-03-22T18:20:00
q_059,id_s_039,id_e_107,정육유통 활동을 취미가 아니라 프로젝트처럼 발전시키고 싶습니다.,"친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 지금은 재미로만 하고 있는데, 조금 더 제대로 된 활동으로 만들어 보고 싶습니다. 주제 선정부터 결과 공유까지 어떤 흐름으로 잡으면 좋을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-03-23T03:20:00
q_060,id_s_050,id_e_114,독서모임 분야에서 흔히 하는 오해나 실수가 있을까요?,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 처음 시작하는 입장에서 겉으로 보이는 모습만 보고 판단할까 봐 걱정됩니다. 실제 현장이나 활동 경험에서 느낀 오해를 알려주시면 도움이 될 것 같습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-03-23T12:20:00
q_061,id_s_061,id_e_121,운동처방 활동을 처음 시작할 때 혼자 해볼 만한 일이 있을까요?,"중학교 동아리에서 작은 발표를 준비하는 상황입니다. 요즘 이 분야에 관심이 생겼는데, 주변에 같이 하는 친구가 많지 않습니다. 혼자 시작해도 의미 있는 활동과 한 달 안에 남길 수 있는 기록 방식이 궁금합니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.",1,2026-03-23T21:20:00
q_062,id_s_072,id_e_128,해양생물학 포트폴리오를 만들 때 보여줘야 하는 핵심이 뭘까요?,"학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 좋아한다는 말만으로는 부족할 것 같아서 작은 포트폴리오를 만들고 싶습니다. 완성작, 과정 기록, 피드백 중 무엇을 더 중요하게 봐야 할까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-03-24T06:20:00
